"lati, longi, g_lati, g_longi, x, y, distance, move, theta_abs, theta_rela, theta_delta, duty, duty_R, duty_L"
36.11226,140.09859333333333,36.11216976666665,140.0985651333333,2.5387536398903676,10.011387449223548,10.328269395330825,6086077.15871892,16.112069204978997,149.65844250733696,1000,20,25,25
36.11226166666667,140.09859166666666,36.11216976666665,140.0985651333333,2.5387536398903676,10.011387449223548,10.328269395330825,0.0,36.93928499358137,128.8312267187346,20.82721578860236,20,20,15
36.112275,140.09858,36.11216976666665,140.0985651333333,2.088619842560066,10.751053910702467,10.952054283903383,0.8658677206916434,53.08067200580324,115.92535355616214,12.905873162572462,20,20,14
36.11227,140.09856333333335,36.11216976666665,140.0985651333333,0.7382189892126234,11.860553565435112,11.883505297452837,1.7477333745664294,144.50581991783537,31.93259761545275,83.99275594070939,20,20,19
36.11226,140.098565,36.11216976666665,140.0985651333333,-0.16204808845631508,10.566137018613517,10.567379574856167,1.5767038427745748,-151.20767207251842,-27.91367722622735,59.8462748416801,20,20,20
36.112246666666664,140.098575,36.11216976666665,140.0985651333333,0.28808553425816585,9.641553796827793,9.64585677335991,1.0283357488222085,-160.28209636609438,-21.429367997275392,-6.4843092289519575,20,18,20
36.11223833333333,140.09858,36.11216976666665,140.0985651333333,1.1883530467708776,7.977304073050618,8.065330944089004,1.8921439525517685,-153.23390443856277,-35.238954154399835,13.809586157124443,20,16,20
36.112226666666665,140.09858833333334,36.11216976666665,140.0985651333333,1.7885315408701743,7.052720952313393,7.275968519990158,1.102301307234771,179.62136984195905,-13.851286033974475,-21.38766812042536,20,19,20
36.11221666666667,140.09858666666668,36.11216976666665,140.0985651333333,2.088621034055602,5.758304512128234,6.125390491903016,1.3287466367001302,-165.26404747569617,-34.672399302130316,20.82111326815584,15,13,15
36.11220333333333,140.09858666666668,36.11216976666665,140.0985651333333,1.9385766643343803,4.648804616648704,5.036810880634304,1.1195996297579447,-178.82022546375097,-23.816174855473264,-10.856224446657052,15,11,15
36.112195,140.09858333333332,36.11216976666665,140.0985651333333,1.938576992008024,3.169471471104771,3.715323695196681,1.4793331455439693,144.22612343924632,4.322233530220757,-28.13840838569402,15,15,14
